region,total_customers,affected_customers,created_at
CAROLINA,141663,3,2023-04-06T00:00:00
CAGUAS,250514,1442,2023-04-06T00:00:00
MAYAGUEZ,216605,452,2023-04-06T00:00:00
PONCE,212508,248,2023-04-06T00:00:00
SAN JUAN,253068,482,2023-04-06T00:00:00
ARECIBO,177369,10,2023-04-02T06:00:00
BAYAMON,216496,16,2023-04-02T06:00:00
CAROLINA,141663,4,2023-04-02T06:00:00
CAGUAS,250514,16,2023-04-02T06:00:00
MAYAGUEZ,216605,49,2023-04-02T06:00:00
PONCE,212508,197,2023-04-02T06:00:00
SAN JUAN,253068,21,2023-04-02T06:00:00
ARECIBO,177369,4715,2022-09-18T12:00:00
BAYAMON,216496,10542,2022-09-18T12:00:00
CAROLINA,141663,5808,2022-09-18T12:00:00
CAGUAS,250514,85328,2022-09-18T12:00:00
MAYAGUEZ,216605,2408,2022-09-18T12:00:00
PONCE,212508,12647,2022-09-18T12:00:00
SAN JUAN,253068,16181,2022-09-18T12:00:00
ARECIBO,177369,403,2022-03-29T06:00:00
BAYAMON,216496,67,2022-03-29T06:00:00
CAROLINA,141663,2,2022-03-29T06:00:00
CAGUAS,250514,199,2022-03-29T06:00:00
MAYAGUEZ,216605,34,2022-03-29T06:00:00
PONCE,212508,6538,2022-03-29T06:00:00
SAN JUAN,253068,58,2022-03-29T06:00:00
ARECIBO,177369,7673,2023-02-16T18:00:00
BAYAMON,216496,216,2023-02-16T18:00:00
CAROLINA,141663,1,2023-02-16T18:00:00
CAGUAS,250514,4863,2023-02-16T18:00:00
MAYAGUEZ,216605,8852,2023-02-16T18:00:00
PONCE,212508,1858,2023-02-16T18:00:00
SAN JUAN,253068,1038,2023-02-16T18:00:00
ARECIBO,177369,8,2022-04-28T12:00:00
BAYAMON,216496,10,2022-04-28T12:00:00
CAROLINA,141663,6,2022-04-28T12:00:00
CAGUAS,250514,158,2022-04-28T12:00:00
MAYAGUEZ,216605,98,2022-04-28T12:00:00
PONCE,212508,6,2022-04-28T12:00:00
SAN JUAN,253068,299,2022-04-28T12:00:00
ARECIBO,177369,1245,2022-07-05T00:00:00
BAYAMON,216496,170,2022-07-05T00:00:00
CAROLINA,141663,75,2022-07-05T00:00:00
CAGUAS,250514,961,2022-07-05T00:00:00
MAYAGUEZ,216605,1153,2022-07-05T00:00:00
PONCE,212508,74,2022-07-05T00:00:00
SAN JUAN,253068,1134,2022-07-05T00:00:00
ARECIBO,177369,2765,2022-10-26T06:00:00
BAYAMON,216496,6,2022-10-26T06:00:00
CAROLINA,141663,45,2022-10-26T06:00:00
CAGUAS,250514,89,2022-10-26T06:00:00
MAYAGUEZ,216605,12147,2022-10-26T06:00:00
PONCE,212508,4427,2022-10-26T06:00:00
SAN JUAN,253068,148,2022-10-26T06:00:00
ARECIBO,177369,6331,2022-10-03T15:00:00
BAYAMON,216496,4432,2022-10-03T15:00:00
CAROLINA,141663,222,2022-10-03T15:00:00
CAGUAS,250514,12904,2022-10-03T15:00:00
MAYAGUEZ,216605,92197,2022-10-03T15:00:00
PONCE,212508,82902,2022-10-03T15:00:00
SAN JUAN,253068,699,2022-10-03T15:00:00
ARECIBO,177369,812,2023-02-23T00:00:00
BAYAMON,216496,510,2023-02-23T00:00:00
CAROLINA,141663,0,2023-02-23T00:00:00
CAGUAS,250514,53,2023-02-23T00:00:00
MAYAGUEZ,216605,89,2023-02-23T00:00:00
PONCE,212508,1,2023-02-23T00:00:00
SAN JUAN,253068,107,2023-02-23T00:00:00
ARECIBO,177369,28,2021-11-14T00:00:00
BAYAMON,216496,52,2021-11-14T00:00:00
CAROLINA,141663,7,2021-11-14T00:00:00
CAGUAS,250514,310,2021-11-14T00:00:00
MAYAGUEZ,216605,263,2021-11-14T00:00:00
PONCE,212508,1,2021-11-14T00:00:00
SAN JUAN,253068,18,2021-11-14T00:00:00
ARECIBO,177369,1760,2022-03-04T12:00:00
BAYAMON,216496,2223,2022-03-04T12:00:00
CAROLINA,141663,23,2022-03-04T12:00:00
CAGUAS,250514,30,2022-03-04T12:00:00
MAYAGUEZ,216605,134,2022-03-04T12:00:00
PONCE,212508,5,2022-03-04T12:00:00
SAN JUAN,253068,217,2022-03-04T12:00:00
ARECIBO,177369,124,2022-07-24T00:00:00
BAYAMON,216496,937,2022-07-24T00:00:00
CAROLINA,141663,1,2022-07-24T00:00:00
CAGUAS,250514,209,2022-07-24T00:00:00
MAYAGUEZ,216605,280,2022-07-24T00:00:00
PONCE,212508,307,2022-07-24T00:00:00
SAN JUAN,253068,6,2022-07-24T00:00:00
ARECIBO,177369,380,2022-10-14T12:00:00
BAYAMON,216496,440,2022-10-14T12:00:00
CAROLINA,141663,19,2022-10-14T12:00:00
CAGUAS,250514,10185,2022-10-14T12:00:00
MAYAGUEZ,216605,4697,2022-10-14T12:00:00
PONCE,212508,5854,2022-10-14T12:00:00
SAN JUAN,253068,176,2022-10-14T12:00:00
ARECIBO,177369,121,2023-01-07T03:00:00
BAYAMON,216496,23,2023-01-07T03:00:00
CAROLINA,141663,81,2023-01-07T03:00:00
CAGUAS,250514,84,2023-01-07T03:00:00
MAYAGUEZ,216605,18,2023-01-07T03:00:00
PONCE,212508,15,2023-01-07T03:00:00
SAN JUAN,253068,136,2023-01-07T03:00:00
ARECIBO,177369,32,2022-09-02T12:00:00
BAYAMON,216496,6626,2022-09-02T12:00:00
CAROLINA,141663,47,2022-09-02T12:00:00
CAGUAS,250514,60,2022-09-02T12:00:00
MAYAGUEZ,216605,878,2022-09-02T12:00:00
PONCE,212508,62,2022-09-02T12:00:00
SAN JUAN,253068,84,2022-09-02T12:00:00
ARECIBO,177369,83,2023-02-01T09:00:00
BAYAMON,216496,0,2023-02-01T09:00:00
CAROLINA,141663,1,2023-02-01T09:00:00
CAGUAS,250514,692,2023-02-01T09:00:00
MAYAGUEZ,216605,831,2023-02-01T09:00:00
PONCE,212508,39,2023-02-01T09:00:00
SAN JUAN,253068,165,2023-02-01T09:00:00
ARECIBO,177369,34,2021-11-06T00:00:00
BAYAMON,216496,20,2021-11-06T00:00:00
CAROLINA,141663,2,2021-11-06T00:00:00
CAGUAS,250514,522,2021-11-06T00:00:00
MAYAGUEZ,216605,749,2021-11-06T00:00:00
PONCE,212508,182,2021-11-06T00:00:00
SAN JUAN,253068,25,2021-11-06T00:00:00
ARECIBO,177369,118,2023-03-30T06:00:00
BAYAMON,216496,0,2023-03-30T06:00:00
CAROLINA,141663,1,2023-03-30T06:00:00
CAGUAS,250514,12,2023-03-30T06:00:00
MAYAGUEZ,216605,9,2023-03-30T06:00:00
PONCE,212508,1,2023-03-30T06:00:00
SAN JUAN,253068,1,2023-03-30T06:00:00
ARECIBO,177369,0,2023-01-15T12:00:00
BAYAMON,216496,2,2023-01-15T12:00:00
CAROLINA,141663,2,2023-01-15T12:00:00
CAGUAS,250514,4,2023-01-15T12:00:00
MAYAGUEZ,216605,155,2023-01-15T12:00:00
PONCE,212508,3,2023-01-15T12:00:00
SAN JUAN,253068,164,2023-01-15T12:00:00
ARECIBO,177369,72875,2022-09-27T12:00:00
BAYAMON,216496,14667,2022-09-27T12:00:00
CAROLINA,141663,9875,2022-09-27T12:00:00
CAGUAS,250514,134255,2022-09-27T12:00:00
MAYAGUEZ,216605,164298,2022-09-27T12:00:00
PONCE,212508,174781,2022-09-27T12:00:00
SAN JUAN,253068,21435,2022-09-27T12:00:00
ARECIBO,177369,103,2022-07-12T00:00:00
BAYAMON,216496,148,2022-07-12T00:00:00
CAROLINA,141663,10,2022-07-12T00:00:00
CAGUAS,250514,565,2022-07-12T00:00:00
MAYAGUEZ,216605,321,2022-07-12T00:00:00
PONCE,212508,644,2022-07-12T00:00:00
SAN JUAN,253068,1957,2022-07-12T00:00:00
ARECIBO,177369,13,2022-08-01T12:00:00
BAYAMON,216496,154,2022-08-01T12:00:00
CAROLINA,141663,1,2022-08-01T12:00:00
CAGUAS,250514,100,2022-08-01T12:00:00
MAYAGUEZ,216605,110,2022-08-01T12:00:00
PONCE,212508,3,2022-08-01T12:00:00
SAN JUAN,253068,99,2022-08-01T12:00:00
ARECIBO,177369,54,2021-10-22T18:00:00
BAYAMON,216496,414,2021-10-22T18:00:00
CAROLINA,141663,1,2021-10-22T18:00:00
CAGUAS,250514,503,2021-10-22T18:00:00
MAYAGUEZ,216605,4321,2021-10-22T18:00:00
PONCE,212508,2206,2021-10-22T18:00:00
SAN JUAN,253068,1174,2021-10-22T18:00:00
ARECIBO,177369,47,2023-04-14T21:00:00
BAYAMON,216496,517,2023-04-14T21:00:00
CAROLINA,141663,81,2023-04-14T21:00:00
CAGUAS,250514,589,2023-04-14T21:00:00
MAYAGUEZ,216605,7,2023-04-14T21:00:00
PONCE,212508,67,2023-04-14T21:00:00
SAN JUAN,253068,408,2023-04-14T21:00:00
ARECIBO,177369,87,2022-11-24T06:00:00
BAYAMON,216496,5,2022-11-24T06:00:00
CAROLINA,141663,3,2022-11-24T06:00:00
CAGUAS,250514,52,2022-11-24T06:00:00
MAYAGUEZ,216605,81,2022-11-24T06:00:00
PONCE,212508,12,2022-11-24T06:00:00
SAN JUAN,253068,254,2022-11-24T06:00:00
ARECIBO,177369,38,2022-03-30T18:00:00
BAYAMON,216496,679,2022-03-30T18:00:00
CAROLINA,141663,7,2022-03-30T18:00:00
CAGUAS,250514,2124,2022-03-30T18:00:00
MAYAGUEZ,216605,819,2022-03-30T18:00:00
PONCE,212508,136,2022-03-30T18:00:00
SAN JUAN,253068,8556,2022-03-30T18:00:00
ARECIBO,177369,763,2023-03-15T09:00:00
BAYAMON,216496,6,2023-03-15T09:00:00
CAROLINA,141663,50,2023-03-15T09:00:00
CAGUAS,250514,59,2023-03-15T09:00:00
MAYAGUEZ,216605,29,2023-03-15T09:00:00
PONCE,212508,1,2023-03-15T09:00:00
SAN JUAN,253068,115,2023-03-15T09:00:00
ARECIBO,177369,3,2022-02-16T00:00:00
BAYAMON,216496,80,2022-02-16T00:00:00
CAROLINA,141663,1,2022-02-16T00:00:00
CAGUAS,250514,274,2022-02-16T00:00:00
MAYAGUEZ,216605,4,2022-02-16T00:00:00
PONCE,212508,81,2022-02-16T00:00:00
SAN JUAN,253068,33,2022-02-16T00:00:00
ARECIBO,177369,61,2022-01-21T18:00:00
BAYAMON,216496,114,2022-01-21T18:00:00
CAROLINA,141663,160,2022-01-21T18:00:00
CAGUAS,250514,1724,2022-01-21T18:00:00
MAYAGUEZ,216605,1717,2022-01-21T18:00:00
PONCE,212508,20,2022-01-21T18:00:00
SAN JUAN,253068,26,2022-01-21T18:00:00
ARECIBO,177369,882,2022-10-11T12:00:00
BAYAMON,216496,2053,2022-10-11T12:00:00
CAROLINA,141663,408,2022-10-11T12:00:00
CAGUAS,250514,4226,2022-10-11T12:00:00
MAYAGUEZ,216605,18885,2022-10-11T12:00:00
PONCE,212508,5303,2022-10-11T12:00:00
SAN JUAN,253068,710,2022-10-11T12:00:00
ARECIBO,177369,1,2022-04-14T00:00:00
BAYAMON,216496,104,2022-04-14T00:00:00
CAROLINA,141663,122,2022-04-14T00:00:00
CAGUAS,250514,26,2022-04-14T00:00:00
MAYAGUEZ,216605,1115,2022-04-14T00:00:00
PONCE,212508,369,2022-04-14T00:00:00
SAN JUAN,253068,783,2022-04-14T00:00:00
ARECIBO,177369,152,2022-11-20T12:00:00
BAYAMON,216496,4679,2022-11-20T12:00:00
CAROLINA,141663,39,2022-11-20T12:00:00
CAGUAS,250514,349,2022-11-20T12:00:00
MAYAGUEZ,216605,84,2022-11-20T12:00:00
PONCE,212508,6,2022-11-20T12:00:00
SAN JUAN,253068,147,2022-11-20T12:00:00
ARECIBO,177369,11,2022-01-04T00:00:00
BAYAMON,216496,179,2022-01-04T00:00:00
CAROLINA,141663,1,2022-01-04T00:00:00
CAGUAS,250514,8,2022-01-04T00:00:00
MAYAGUEZ,216605,22,2022-01-04T00:00:00
PONCE,212508,17,2022-01-04T00:00:00
SAN JUAN,253068,116,2022-01-04T00:00:00
ARECIBO,177369,191,2022-11-06T18:00:00
BAYAMON,216496,207,2022-11-06T18:00:00
CAROLINA,141663,324,2022-11-06T18:00:00
CAGUAS,250514,1018,2022-11-06T18:00:00
MAYAGUEZ,216605,825,2022-11-06T18:00:00
PONCE,212508,2850,2022-11-06T18:00:00
SAN JUAN,253068,700,2022-11-06T18:00:00
ARECIBO,177369,16286,2022-10-02T03:00:00
BAYAMON,216496,7520,2022-10-02T03:00:00
CAROLINA,141663,636,2022-10-02T03:00:00
CAGUAS,250514,15450,2022-10-02T03:00:00
MAYAGUEZ,216605,100987,2022-10-02T03:00:00
PONCE,212508,93789,2022-10-02T03:00:00
SAN JUAN,253068,2739,2022-10-02T03:00:00
ARECIBO,177369,20,2023-04-04T00:00:00
BAYAMON,216496,1524,2023-04-04T00:00:00
CAROLINA,141663,0,2023-04-04T00:00:00
CAGUAS,250514,345,2023-04-04T00:00:00
MAYAGUEZ,216605,863,2023-04-04T00:00:00
PONCE,212508,0,2023-04-04T00:00:00
SAN JUAN,253068,414,2023-04-04T00:00:00
ARECIBO,177369,37,2021-10-30T18:00:00
BAYAMON,216496,25,2021-10-30T18:00:00
CAROLINA,141663,32,2021-10-30T18:00:00
CAGUAS,250514,670,2021-10-30T18:00:00
MAYAGUEZ,216605,20,2021-10-30T18:00:00
PONCE,212508,63,2021-10-30T18:00:00
SAN JUAN,253068,1304,2021-10-30T18:00:00
ARECIBO,177369,76,2022-11-15T06:00:00
BAYAMON,216496,224,2022-11-15T06:00:00
CAROLINA,141663,401,2022-11-15T06:00:00
CAGUAS,250514,132,2022-11-15T06:00:00
MAYAGUEZ,216605,133,2022-11-15T06:00:00
PONCE,212508,498,2022-11-15T06:00:00
SAN JUAN,253068,37,2022-11-15T06:00:00
ARECIBO,177369,148,2022-07-06T12:00:00
BAYAMON,216496,969,2022-07-06T12:00:00
CAROLINA,141663,59,2022-07-06T12:00:00
CAGUAS,250514,570,2022-07-06T12:00:00
MAYAGUEZ,216605,1658,2022-07-06T12:00:00
PONCE,212508,281,2022-07-06T12:00:00
SAN JUAN,253068,87,2022-07-06T12:00:00
ARECIBO,177369,3,2022-02-13T12:00:00
BAYAMON,216496,7,2022-02-13T12:00:00
CAROLINA,141663,53,2022-02-13T12:00:00
CAGUAS,250514,427,2022-02-13T12:00:00
MAYAGUEZ,216605,3,2022-02-13T12:00:00
PONCE,212508,13,2022-02-13T12:00:00
SAN JUAN,253068,314,2022-02-13T12:00:00
ARECIBO,177369,292,2021-12-13T00:00:00
BAYAMON,216496,227,2021-12-13T00:00:00
CAROLINA,141663,120,2021-12-13T00:00:00
CAGUAS,250514,83,2021-12-13T00:00:00
MAYAGUEZ,216605,13,2021-12-13T00:00:00
PONCE,212508,3,2021-12-13T00:00:00
SAN JUAN,253068,661,2021-12-13T00:00:00
ARECIBO,177369,407,2022-10-14T15:00:00
BAYAMON,216496,215,2022-10-14T15:00:00
CAROLINA,141663,5,2022-10-14T15:00:00
CAGUAS,250514,7538,2022-10-14T15:00:00
MAYAGUEZ,216605,5510,2022-10-14T15:00:00
PONCE,212508,5863,2022-10-14T15:00:00
SAN JUAN,253068,208,2022-10-14T15:00:00
ARECIBO,177369,2621,2022-08-05T00:00:00
BAYAMON,216496,1667,2022-08-05T00:00:00
CAROLINA,141663,9,2022-08-05T00:00:00
CAGUAS,250514,1201,2022-08-05T00:00:00
MAYAGUEZ,216605,1120,2022-08-05T00:00:00
PONCE,212508,3,2022-08-05T00:00:00
SAN JUAN,253068,64,2022-08-05T00:00:00
ARECIBO,177369,88,2023-01-27T12:00:00
BAYAMON,216496,222,2023-01-27T12:00:00
CAROLINA,141663,30,2023-01-27T12:00:00
CAGUAS,250514,8043,2023-01-27T12:00:00
MAYAGUEZ,216605,446,2023-01-27T12:00:00
PONCE,212508,2,2023-01-27T12:00:00
SAN JUAN,253068,658,2023-01-27T12:00:00
ARECIBO,177369,321,2022-12-10T15:00:00
BAYAMON,216496,596,2022-12-10T15:00:00
CAROLINA,141663,0,2022-12-10T15:00:00
CAGUAS,250514,1912,2022-12-10T15:00:00
MAYAGUEZ,216605,19,2022-12-10T15:00:00
PONCE,212508,4,2022-12-10T15:00:00
SAN JUAN,253068,43,2022-12-10T15:00:00
ARECIBO,177369,1075,2021-10-01T00:00:00
BAYAMON,216496,1103,2021-10-01T00:00:00
CAROLINA,141663,129,2021-10-01T00:00:00
CAGUAS,250514,2056,2021-10-01T00:00:00
MAYAGUEZ,216605,1638,2021-10-01T00:00:00
PONCE,212508,140,2021-10-01T00:00:00
SAN JUAN,253068,312,2021-10-01T00:00:00
ARECIBO,177369,4,2021-11-26T00:00:00
BAYAMON,216496,29,2021-11-26T00:00:00
CAROLINA,141663,430,2021-11-26T00:00:00
CAGUAS,250514,544,2021-11-26T00:00:00
MAYAGUEZ,216605,1948,2021-11-26T00:00:00
PONCE,212508,95,2021-11-26T00:00:00
SAN JUAN,253068,387,2021-11-26T00:00:00
ARECIBO,177369,125,2022-03-10T06:00:00
BAYAMON,216496,3457,2022-03-10T06:00:00
CAROLINA,141663,22,2022-03-10T06:00:00
CAGUAS,250514,45,2022-03-10T06:00:00
MAYAGUEZ,216605,1476,2022-03-10T06:00:00
PONCE,212508,143,2022-03-10T06:00:00
SAN JUAN,253068,53,2022-03-10T06:00:00
ARECIBO,177369,245,2022-08-02T00:00:00
BAYAMON,216496,420,2022-08-02T00:00:00
CAROLINA,141663,91,2022-08-02T00:00:00
CAGUAS,250514,569,2022-08-02T00:00:00
MAYAGUEZ,216605,2136,2022-08-02T00:00:00
PONCE,212508,518,2022-08-02T00:00:00
SAN JUAN,253068,260,2022-08-02T00:00:00
ARECIBO,177369,117,2021-11-25T12:00:00
BAYAMON,216496,31,2021-11-25T12:00:00
CAROLINA,141663,190,2021-11-25T12:00:00
CAGUAS,250514,2233,2021-11-25T12:00:00
MAYAGUEZ,216605,132,2021-11-25T12:00:00
PONCE,212508,5,2021-11-25T12:00:00
SAN JUAN,253068,636,2021-11-25T12:00:00
ARECIBO,177369,842,2022-10-22T18:00:00
BAYAMON,216496,149,2022-10-22T18:00:00
CAROLINA,141663,1,2022-10-22T18:00:00
CAGUAS,250514,598,2022-10-22T18:00:00
MAYAGUEZ,216605,7770,2022-10-22T18:00:00
PONCE,212508,3985,2022-10-22T18:00:00
SAN JUAN,253068,2035,2022-10-22T18:00:00
ARECIBO,177369,21,2022-07-24T12:00:00
BAYAMON,216496,646,2022-07-24T12:00:00
CAROLINA,141663,113,2022-07-24T12:00:00
CAGUAS,250514,88,2022-07-24T12:00:00
MAYAGUEZ,216605,828,2022-07-24T12:00:00
PONCE,212508,106,2022-07-24T12:00:00
SAN JUAN,253068,28,2022-07-24T12:00:00
ARECIBO,177369,2,2023-04-16T03:00:00
BAYAMON,216496,42,2023-04-16T03:00:00
CAROLINA,141663,2,2023-04-16T03:00:00
CAGUAS,250514,3,2023-04-16T03:00:00
MAYAGUEZ,216605,19,2023-04-16T03:00:00
PONCE,212508,67,2023-04-16T03:00:00
SAN JUAN,253068,18,2023-04-16T03:00:00
ARECIBO,177369,1302,2022-04-15T00:00:00
BAYAMON,216496,490,2022-04-15T00:00:00
CAROLINA,141663,24,2022-04-15T00:00:00
CAGUAS,250514,186,2022-04-15T00:00:00
MAYAGUEZ,216605,108,2022-04-15T00:00:00
PONCE,212508,1,2022-04-15T00:00:00
SAN JUAN,253068,39,2022-04-15T00:00:00
ARECIBO,177369,57,2021-12-09T06:00:00
BAYAMON,216496,4,2021-12-09T06:00:00
CAROLINA,141663,1053,2021-12-09T06:00:00
CAGUAS,250514,83,2021-12-09T06:00:00
MAYAGUEZ,216605,11,2021-12-09T06:00:00
PONCE,212508,5,2021-12-09T06:00:00
SAN JUAN,253068,2,2021-12-09T06:00:00
ARECIBO,177369,277,2022-08-22T18:00:00
BAYAMON,216496,2443,2022-08-22T18:00:00
CAROLINA,141663,1336,2022-08-22T18:00:00
CAGUAS,250514,111,2022-08-22T18:00:00
MAYAGUEZ,216605,6947,2022-08-22T18:00:00
PONCE,212508,38,2022-08-22T18:00:00
SAN JUAN,253068,1054,2022-08-22T18:00:00
ARECIBO,177369,1525,2022-06-16T00:00:00
BAYAMON,216496,50,2022-06-16T00:00:00
CAROLINA,141663,4497,2022-06-16T00:00:00
CAGUAS,250514,456,2022-06-16T00:00:00
MAYAGUEZ,216605,5818,2022-06-16T00:00:00
PONCE,212508,223,2022-06-16T00:00:00
SAN JUAN,253068,2491,2022-06-16T00:00:00
ARECIBO,177369,25,2022-04-13T06:00:00
BAYAMON,216496,10,2022-04-13T06:00:00
CAROLINA,141663,6,2022-04-13T06:00:00
CAGUAS,250514,103,2022-04-13T06:00:00
MAYAGUEZ,216605,139,2022-04-13T06:00:00
PONCE,212508,214,2022-04-13T06:00:00
SAN JUAN,253068,133,2022-04-13T06:00:00
ARECIBO,177369,168,2023-01-30T15:00:00
BAYAMON,216496,53,2023-01-30T15:00:00
CAROLINA,141663,16,2023-01-30T15:00:00
CAGUAS,250514,21,2023-01-30T15:00:00
MAYAGUEZ,216605,69,2023-01-30T15:00:00
PONCE,212508,105,2023-01-30T15:00:00
SAN JUAN,253068,139,2023-01-30T15:00:00
ARECIBO,177369,500,2023-02-15T12:00:00
BAYAMON,216496,289,2023-02-15T12:00:00
CAROLINA,141663,12,2023-02-15T12:00:00
CAGUAS,250514,258,2023-02-15T12:00:00
MAYAGUEZ,216605,1,2023-02-15T12:00:00
PONCE,212508,1,2023-02-15T12:00:00
SAN JUAN,253068,290,2023-02-15T12:00:00
ARECIBO,177369,1443,2021-10-03T12:00:00
BAYAMON,216496,968,2021-10-03T12:00:00
CAROLINA,141663,647,2021-10-03T12:00:00
CAGUAS,250514,680,2021-10-03T12:00:00
MAYAGUEZ,216605,3582,2021-10-03T12:00:00
PONCE,212508,761,2021-10-03T12:00:00
SAN JUAN,253068,651,2021-10-03T12:00:00
ARECIBO,177369,2,2023-04-01T21:00:00
BAYAMON,216496,171,2023-04-01T21:00:00
CAROLINA,141663,3,2023-04-01T21:00:00
CAGUAS,250514,127,2023-04-01T21:00:00
MAYAGUEZ,216605,2780,2023-04-01T21:00:00
PONCE,212508,20,2023-04-01T21:00:00
SAN JUAN,253068,445,2023-04-01T21:00:00
ARECIBO,177369,0,2022-02-27T18:00:00
BAYAMON,216496,30,2022-02-27T18:00:00
CAROLINA,141663,611,2022-02-27T18:00:00
CAGUAS,250514,1,2022-02-27T18:00:00
MAYAGUEZ,216605,134,2022-02-27T18:00:00
PONCE,212508,1,2022-02-27T18:00:00
SAN JUAN,253068,14,2022-02-27T18:00:00
ARECIBO,177369,481,2023-02-20T00:00:00
BAYAMON,216496,174,2023-02-20T00:00:00
CAROLINA,141663,2,2023-02-20T00:00:00
CAGUAS,250514,60,2023-02-20T00:00:00
MAYAGUEZ,216605,41,2023-02-20T00:00:00
PONCE,212508,4,2023-02-20T00:00:00
SAN JUAN,253068,1,2023-02-20T00:00:00
ARECIBO,177369,333,2022-05-04T00:00:00
BAYAMON,216496,812,2022-05-04T00:00:00
CAROLINA,141663,4,2022-05-04T00:00:00
CAGUAS,250514,375,2022-05-04T00:00:00
MAYAGUEZ,216605,474,2022-05-04T00:00:00
PONCE,212508,7,2022-05-04T00:00:00
SAN JUAN,253068,146,2022-05-04T00:00:00
ARECIBO,177369,7,2021-11-26T06:00:00
BAYAMON,216496,11,2021-11-26T06:00:00
CAROLINA,141663,253,2021-11-26T06:00:00
CAGUAS,250514,325,2021-11-26T06:00:00
MAYAGUEZ,216605,1445,2021-11-26T06:00:00
PONCE,212508,47,2021-11-26T06:00:00
SAN JUAN,253068,236,2021-11-26T06:00:00
ARECIBO,177369,2,2022-01-07T12:00:00
BAYAMON,216496,42,2022-01-07T12:00:00
CAROLINA,141663,5,2022-01-07T12:00:00
CAGUAS,250514,1466,2022-01-07T12:00:00
MAYAGUEZ,216605,271,2022-01-07T12:00:00
PONCE,212508,61,2022-01-07T12:00:00
SAN JUAN,253068,62,2022-01-07T12:00:00
ARECIBO,177369,904,2023-02-27T21:00:00
BAYAMON,216496,275,2023-02-27T21:00:00
CAROLINA,141663,26,2023-02-27T21:00:00
CAGUAS,250514,55,2023-02-27T21:00:00
MAYAGUEZ,216605,42,2023-02-27T21:00:00
PONCE,212508,2,2023-02-27T21:00:00
SAN JUAN,253068,80,2023-02-27T21:00:00
ARECIBO,177369,224,2022-11-11T18:00:00
BAYAMON,216496,94,2022-11-11T18:00:00
CAROLINA,141663,7,2022-11-11T18:00:00
CAGUAS,250514,141,2022-11-11T18:00:00
MAYAGUEZ,216605,611,2022-11-11T18:00:00
PONCE,212508,442,2022-11-11T18:00:00
SAN JUAN,253068,937,2022-11-11T18:00:00
ARECIBO,177369,54617,2022-09-29T15:00:00
BAYAMON,216496,2564,2022-09-29T15:00:00
CAROLINA,141663,1105,2022-09-29T15:00:00
CAGUAS,250514,50837,2022-09-29T15:00:00
MAYAGUEZ,216605,138762,2022-09-29T15:00:00
PONCE,212508,138212,2022-09-29T15:00:00
SAN JUAN,253068,3037,2022-09-29T15:00:00
ARECIBO,177369,1,2022-01-03T06:00:00
BAYAMON,216496,1,2022-01-03T06:00:00
CAROLINA,141663,110,2022-01-03T06:00:00
CAGUAS,250514,31,2022-01-03T06:00:00
MAYAGUEZ,216605,0,2022-01-03T06:00:00
PONCE,212508,3,2022-01-03T06:00:00
SAN JUAN,253068,0,2022-01-03T06:00:00
ARECIBO,177369,166,2022-11-24T00:00:00
BAYAMON,216496,4693,2022-11-24T00:00:00
CAROLINA,141663,405,2022-11-24T00:00:00
CAGUAS,250514,12,2022-11-24T00:00:00
MAYAGUEZ,216605,902,2022-11-24T00:00:00
PONCE,212508,392,2022-11-24T00:00:00
SAN JUAN,253068,385,2022-11-24T00:00:00
ARECIBO,177369,2,2022-03-28T06:00:00
BAYAMON,216496,39,2022-03-28T06:00:00
CAROLINA,141663,1,2022-03-28T06:00:00
CAGUAS,250514,4,2022-03-28T06:00:00
MAYAGUEZ,216605,1112,2022-03-28T06:00:00
PONCE,212508,19,2022-03-28T06:00:00
SAN JUAN,253068,363,2022-03-28T06:00:00
ARECIBO,177369,41,2022-10-21T06:00:00
BAYAMON,216496,251,2022-10-21T06:00:00
CAROLINA,141663,5,2022-10-21T06:00:00
CAGUAS,250514,229,2022-10-21T06:00:00
MAYAGUEZ,216605,642,2022-10-21T06:00:00
PONCE,212508,650,2022-10-21T06:00:00
SAN JUAN,253068,70,2022-10-21T06:00:00
ARECIBO,177369,15,2022-01-12T12:00:00
BAYAMON,216496,6,2022-01-12T12:00:00
CAROLINA,141663,5,2022-01-12T12:00:00
CAGUAS,250514,119,2022-01-12T12:00:00
MAYAGUEZ,216605,29,2022-01-12T12:00:00
PONCE,212508,2186,2022-01-12T12:00:00
SAN JUAN,253068,8,2022-01-12T12:00:00
ARECIBO,177369,600,2022-07-16T06:00:00
BAYAMON,216496,69,2022-07-16T06:00:00
CAROLINA,141663,16,2022-07-16T06:00:00
CAGUAS,250514,222,2022-07-16T06:00:00
MAYAGUEZ,216605,220,2022-07-16T06:00:00
PONCE,212508,26,2022-07-16T06:00:00
SAN JUAN,253068,79,2022-07-16T06:00:00
ARECIBO,177369,114,2023-03-04T15:00:00
BAYAMON,216496,77,2023-03-04T15:00:00
CAROLINA,141663,12,2023-03-04T15:00:00
CAGUAS,250514,493,2023-03-04T15:00:00
MAYAGUEZ,216605,30,2023-03-04T15:00:00
PONCE,212508,15,2023-03-04T15:00:00
SAN JUAN,253068,1917,2023-03-04T15:00:00
ARECIBO,177369,46165,2022-09-30T21:00:00
BAYAMON,216496,4489,2022-09-30T21:00:00
CAROLINA,141663,2938,2022-09-30T21:00:00
CAGUAS,250514,25547,2022-09-30T21:00:00
